Rank,Traditional,Simplified,Pinyin,Meaning
8829,紳士,绅士,shēnshì,"gentlemen, gentry"
8830,殺手,杀手,shāshǒu,"hit man, killer, able person"
8831,深信,深信,shēnxìn,firmly believe
8832,神色,神色,shénsè,"aspect, expression, look"
8833,宣揚,宣扬,xuānyáng,"publicize, propagate, advertise"
8834,宣揚,宣扬,xuānyáng,"publicize, propagate, advertise"
8835,夏,夏,xià,Surname
8836,炸彈,炸弹,zhàdàn,bomb
8837,所及,所及,suǒjí,from what one reaches
8838,放眼,放眼,fàngyǎn,"take broad view, scan widely"
8839,建設局,建设局,jiànshèjú,Department of Economic Development
8840,炸,炸,zhà,"saute, explosion, scamper, explode, blast, fry, flare up, deep-fry, blow up, fly into rage, flee in terror, bomb, burst"
8841,明瞭,明瞭,míngliǎo,"take_in, clarify, be clear about, understand, manifest"
8842,青睞,青睐,qīnglài,"favor, good graces"
8843,紅包,红包,hóngbāo,"payola, payoff, kickback, bonus, bribe, red paper bag with gift money"
8844,車程,车程,chēchéng,mileage
8845,席,席,xí,m.[general]
8846,郊遊,郊遊,jiāoyóu,"outing, excursion"
8847,侵蝕,侵蚀,qīnshí,"corrode, erode"
8848,郊遊,郊遊,jiāoyóu,"outing, excursion"
8849,出口,出口,chūkǒu,exit
8850,元帥,元帅,yuánshuài,"marshal, supreme commander"
8851,外語,外语,wàiyǔ,foreign language
8852,大勢,大势,dàshì,"general trend, general trend of events"
8853,升等,升等,shēngděng,go up (in grade/etc.)
8854,工商,工商,gōngshāng,industry and commerce
8855,上空,上空,shàngkōng,"in the sky, overhead"
8856,久久,久久,jiǔjiǔ,"for a long, long time, for a long long time"
8857,不復,不复,búfù,"no more, no longer, more"
8858,禮貌,礼貌,lǐmào,"courtesy, politeness, manners"
8859,讀取,读取,dúqǔ,access
8860,穩定性,稳定性,wěndìngxìng,"stability, stabilization"
8861,工學院,工学院,gōngxuéyuàn,"institute of polytechnic, college of engineering, polytechnic"
8862,生物學,生物学,shēngwùxué,biology
8863,大使,大使,dàshǐ,"elchee, embassador, ambassadorial, nuncio, ambassadorship, ambassador"
8864,出獄,出狱,chūyū,get out of jail
8865,用意,用意,yòngyì,"intention, purpose"
8866,北醫,北医,běiyī,Taipei Medical College
8867,內湖,内湖,nèihú,Nei hu
8868,二來,二来,èrlái,conj.: in the second place
8869,口水,口水,kǒushuǐ,"spit, slobber, drivel, spittle, saliva, slaver, drool, dribble"
8870,顛覆,颠覆,diānfù,"overturn, subvert"
8871,敘述,叙述,xùshù,"consideration, delineation, depiction, description"
8872,專人,专人,zhuānrén,person specially assigned for a task/job
8873,閉,闭,bì,"shut, stop, close, stop up, obstruct, switch off, obstruction, turn off, seel"
8874,排放,排放,páifàng,"discharge, drain off (gas/etc.)"
8875,馬達,马达,mǎdá,motor
8876,氣味,气味,qìwèi,"tang, wind, odor, savor, aurae, tint, flavor, leavening, savour, flavour, leaven, odour, aura, smatch, tinge, smell, smack, scent, taste"
8877,效力,效力,xiàolì,effect
8878,高爾夫球,高尔夫球,gāoěrfūqiú,golf ball
8879,終點,终点,zhōngdiǎn,"terminal point, destination, finish line"
8880,教職員,教职员,jiàozhíyuán,teaching and administrative staff
8881,桌椅,桌椅,zhuōyǐ,ordinary household furniture
8882,除去,除去,chúqù,eliminate
8883,捲入,卷入,juǎnrù,"be drawn into, be involved in"
8884,高貴,高贵,gāoguì,"noble, high"
8885,得多,得多,de5duō,more
8886,連署,连署,liánshǔ,"countersign, cosignatory, sign jointly, cosign"
8887,探望,探望,tànwàng,"look about, visit"
8888,動亂,动乱,dòngluàn,"turmoil, upheaval, disturbance"
8889,追隨,追随,zhuīsuí,follow
8890,音效,音效,yīnxiào,sound effects
8891,治理,治理,zhìlǐ,"administer, govern, bring under control, put in order"
8892,治理,治理,zhìlǐ,"administer, govern, bring under control, put in order"
8893,拖延,拖延,tuōyán,"delay, put off"
8894,標籤,标签,biāoqiān,"mark, ticket, gummed label, tab, markup, sticker, label, tally, tag"
8895,噁心,噁心,ěxīn,"vomit, keck, retch, turn sick, feel nauseated, nauseous, sicken, disgusting"
8896,排放,排放,páifàng,"discharge, drain off (gas/etc.)"
8897,就學,就学,jiùxué,attend school
8898,漲價,涨价,zhǎngjià,rise in price
8899,導入,导入,dǎorù,introduce
8900,記憶,记忆,jìyì,"remember, recall"
8901,智障,智障,zhìzhàng,retarded
8902,聞,闻,wén,hear
8903,稱呼,称呼,chēnghū,"call, address"
8904,就學,就学,jiùxué,attend school
8905,進駐,进驻,jìnzhù,enter and garrison or be stationed
8906,彙整,汇整,huìzhěng,"collect, gather"
8907,悲慘,悲惨,bēicǎn,"tragic, pathetic, miserable"
8908,逼近,逼近,bījìn,"press on towards, approach"
8909,雇主,雇主,gùzhǔ,"gaffer, beanfeast, master, governor, boss, employer, hirer"
8910,新郎,新郎,xīnláng,"groom, bridegroom"
8911,溫泉,温泉,wēnquán,"hot_spring, watering_place, thermae, thermal spring, hot spring"
8912,維也納,维也纳,wéiyěnà,"capital of Austria, Austrian capital, Vienna"
8913,落下,落下,luòxià,fall/lag behind
8914,農產品,农产品,nóngchǎnpǐn,"agricultural products, farm produce"
8915,喜劇,喜剧,xǐjù,"Thalia, comedy, sock"
8916,聘,聘,pìn,"engage, invite"
8917,腦部,脑部,nǎobù,head
8918,痛心,痛心,tòngxīn,"lacerate, pained, harrowing, grieved, distressed, deplore"
8919,逼近,逼近,bījìn,"press on towards, approach"
8920,落入,落入,luòrù,fall in
8921,碎,碎,suì,"break to pieces, break ... to pieces, garrulous, smash, knap, crumble, gabby, fragmentary, batter, broken"
8922,散文,散文,sǎnwén,prose
8923,指向,指向,zhǐxiàng,"head, point to, hold, point, maneuver, direct, steer, gear, pitch, manouevre, guide"
8924,修正案,修正案,xiūzhēngàn,"revised draft, amendment"
8925,空運,空运,kōngyùn,air transport
8926,爬上,爬上,páshàng,"get on, bestride, jump on, climb, mount up, hop on, mount, clamber, get_on, climb on"
8927,哈薩克,哈萨克,hāsàkè,"Kazakhstan, Kazak nationality, Kazakh, Kazak(h) ethnic minority (in NW China and former USSR), Kazakstan, Kazak"
8928,肥胖,肥胖,féipàng,"fat, corpulent"
8929,返鄉,返乡,fǎnxiāng,return to one's native place
8930,肥胖,肥胖,féipàng,"fat, corpulent"
8931,個子,个子,gèzi5,"height, stature, build"
8932,辛勞,辛劳,xīnláo,toil
8933,防衛,防卫,fángwèi,defend
8934,防衛,防卫,fángwèi,defend
8935,拋棄,抛弃,pāoqì,"dispose, cast aside, toss away, toss, lurch, throw out, put away, reject, abandonment, chuck, ditch, jettison, slough, renounce, flee, throw away, give up, desert, cast out, desolate, doff, chuck_out, fling, jilt, forgo, chuck out, discard, abandon, toss out, cast away, forsake"
8936,好評,好评,hǎopíng,"reputation, high opinion, favorable comment, conceit, favorable review, esteem"
8937,快活,快活,kuàihuó,"merry, cheerful, liven, jaunty, jolly, brighten, happy"
8938,延攬,延揽,yánlǎn,recruit talent
8939,依序,依序,yīxù,"in_order, in turn, sequentially, consecutive, in proper order"
8940,辛勞,辛劳,xīnláo,toil
8941,延攬,延揽,yánlǎn,recruit talent
8942,扶,扶,fú,"support, straighten ... up, support with the hand, place a hand on, help sb. up, relief, relieve, straighten sth. up, help ... up, help, support with hand"
8943,字符,字符,zìfú,"word-symbol, character"
8944,佳人,佳人,jiārén,"looker, peach, knockout, mantrap, dish, sweetheart, lulu, beautiful woman, stunner, beauty, sparkler, smasher"
8945,步入,步入,bùrù,"go into, walk into"
8946,利器,利器,lìqì,"sharp weapon, good tool, efficient instrument"
8947,花樣,花样,huāyàng,"pattern, variety"
8948,好用,好用,hǎoyòng,practical
8949,名片,名片,míngpiàn,"visiting_card, calling card, card, pasteboard, visiting card, carte, namecard, calling_card, visiting"
8950,拖延,拖延,tuōyán,"delay, put off"
8951,相片,相片,xiàngpiàn,"exposure, print, semblance, likeness, photo, photograph, photographic print"
8952,返鄉,返乡,fǎnxiāng,return to one's native place
8953,茁壯,茁壮,zhuózhuàng,"build_up, sturdy, build up"
8954,指控,指控,zhǐkòng,"accuse, charge"
8955,拍片,拍片,pāipiàn,"shoot a film, film, shooting, shoot film"
8956,香煙,香烟,xiāngyān,"cigarette, incense smoke"
8957,南投縣,南投县,nántóuxiàn,Nantou County
8958,致命,致命,zhìmìng,"take off, fatal, deadly, mortal"
8959,空運,空运,kōngyùn,air transport
8960,欣慰,欣慰,xīnwèi,"delighted, be gratified"
8961,穿越,穿越,chuānyuè,"cut, pass through, cut across, cross"
8962,小弟,小弟,xiǎodì,"little brother, male waiter"
8963,月經,月经,yuèjīng,"period, catamenia, curse, menstruous, menstrual, menses, emmenia, menstruation, monthly, flow, turn"
8964,公私立,公私立,gōngsīlì,publicly and privately run
8965,公害,公害,gōnghài,"public nuisance, nuisance, social effects of pollution, environmental pollution"
8966,共襄盛舉,共襄盛举,gòngxiāngshèngjǔ,assist something together
8967,再三,再三,zàisān,"repeatedly, again and again, over and over again, thrice, time and again"
8968,不須,不须,bùxū,"need not, not have to"
8969,出獄,出狱,chūyū,get out of jail
8970,大四,大四,dàsì,"fourth year class, upper class"
8971,公眾,公众,gōngzhòng,"community, the public, masses, the people, public"
8972,人民幣,人民币,rénmínbì,"RMB, PRC currency"
8973,撤銷,撤销,chèxiāo,"cancel, rescind, revoke"
8974,鼻咽癌,鼻咽癌,bíyānyán,"nasopharyngeal darcinoma, rhinopharyngocele"
8975,德州,德州,dézhōu,"Lone-Star State, Texas, Dezhou"
8976,撲,扑,pū,"pat, attack, throw oneself at, rush at, tap, beat, dab, bend over, pounce on, lie_down, throw oneself on, flap, flutter, fling self at"
8977,撤銷,撤销,chèxiāo,"cancel, rescind, revoke"
8978,憑藉,凭藉,píngjiè,rely/depend on
8979,頭頂,头顶,tóudǐng,"crown of head, head, crown, top/crown of head, top of head, top, vertex, calvaria, pate, poll"
8980,漲價,涨价,zhǎngjià,rise in price
8981,小心翼翼,小心翼翼,xiǎoxīnyìyì,"with great care, cautiously"
8982,公噸,公吨,gōngdùn,m.[standard]
8983,濫用,滥用,lànyòng,"abuse, misuse"
8984,憑藉,凭藉,píngjiè,rely/depend on
8985,摘要,摘要,zhāiyào,"summary, abstract"
8986,出賣,出卖,chūmài,"sell_out, traffic, sell out, barter_away, peach, sell sb. down the river, lead astray, betray, sell, betrayal, go_back_on, offer for sale, double-cross, deceive"
8987,壞,坏,huài,"bad, evil, harmful"
8988,論語,论语,lúnyǔ,"{The Analects}, {The (Confucian) Analects}, The Analects of Confucius"
8989,憑藉,凭藉,píngjiè,rely/depend on
8990,寵物,宠物,chǒngwù,pet
8991,購置,购置,gòuzhì,purchase (durables)
8992,懷抱,怀抱,huáibào,"ambition, embrace"
8993,雙打,双打,shuāngdǎ,"foursome, doubles"
8994,歸屬,归属,guīshǔ,belong to
8995,鎮民,镇民,zhènmín,"burgess, villager, townsman, townsfolk, town, towner, townee, burgher, townspeople"
8996,轉播,转播,zhuǎnbò,relay (radio/TV broadcast)
8997,轉動,转动,zhuǎndòng,"turn (round), move"
8998,不忍,不忍,bùrěn,cannot bear to
8999,繫,系,xì,gird
9000,干擾,干扰,gānrǎo,"interference, jam"
9001,考績,考绩,kǎojī,merit
9002,不覺,不觉,bùjué,"unconsciously, unaware"
9003,入選,入选,rùxuǎn,"select, be selected, be chosen"
9004,出家,出家,chūjiā,"become nun, cloister, nun, become a monk or nun, become monk"
9005,會計師,会计师,kuàijìshī,"controller, comptroller, chartered accountant, accountant"
9006,損害,损害,sǔnhài,"injury, damage"
9007,請來,请来,qǐnglái,invite
9008,趁機,趁机,chènjī,"seizing the chance, take advantage of occasion, taking advantage of the occasion, seize chance"
9009,資本額,资本额,zīběné,capitalization
9010,新穎,新颖,xīnyǐng,"new and original, novel"
9011,歌迷,歌迷,gēmí,"lover of song, fan of a singer"
9012,碼,码,mǎ,m.[standard]
9013,聲勢,声势,shēngshì,"prestige and power, impetus, fame and influence, momentum"
9014,總額,总额,zǒngé,"gross, sum, rental, total, sum total, totality, amount"
9015,聞到,闻到,wéndào,"scent, perceive by smelling, wind, nose, smell"
9016,慣例,惯例,guànlì,"custom, pattern, practice, manner, tradition, routine, law, wont, habit, codex, ritual, convention, convenance, consuetude, usual practice, rule, use, observance, institution, modus operandi, precedent, conventionality, rite, praxis, natural law"
9017,漠視,漠视,mòshì,"treat as unimportant, ignore"
9018,踏入,踏入,tàrù,"tread, step, step on"
9019,新聞系,新闻系,xīnwénxì,Department of Journalism
9020,鹿,鹿,lù,"cervine, deer, European elk, elk, moose, Alces alces, cervid"
9021,蕭,萧,xiāo,"Xiao, Surname"
9022,謀,谋,móu,"stratagem, plan, scheme, plot, consult, discuss, seek, work for"
9023,談戀愛,谈恋爱,tánliànài,"be courting, court, talk love, woo"
9024,煤,煤,méi,"firing, coal"
9025,日光,日光,rìguāng,"day, visible radiation, daylight, sunlight, sunbeam, light, sunray, lighting, visible light, Nikko"
9026,漠視,漠视,mòshì,"treat as unimportant, ignore"
9027,氣體,气体,qìtǐ,"exhaust, fume, gaseous, gas, exhaust fumes, pneumatic, gaseity, mofette, fumes"
9028,旅途,旅途,lǔtú,"way, travel, route, traveling, travelling, trip, journey"
9029,索引,索引,suǒyǐn,"caption, index"
9030,發炎,发炎,fāyán,"inflame, inflammation, inflamed"
9031,創辦,创办,chuàngbàn,"found, launch, establishment, set up, establish"
9032,無力感,无力感,wúlìgǎn,powerlessness
9033,聖歌,圣歌,shènggē,"anthem, chorale, hymnody"
9034,解剖,解剖,jiěpǒu,dissect
9035,解剖,解剖,jiěpǒu,dissect
9036,隊長,队长,duìzhǎng,"captain, chieftain, skipper, police chief, header, headman, commandant, police captain, sirdar, team leader"
9037,新婚,新婚,xīnhūn,be newly-married
9038,輕微,轻微,qīngwéi,"light, trifling, trivial"
9039,復甦,复甦,fùsū,"resuscitate, recover"
9040,復甦,复甦,fùsū,"resuscitate, recover"
9041,債務,债务,zhàiwù,"debt, liabilities"
9042,遍及,遍及,biànjí,"extend/spread all over, pervade"
9043,超級市場,超级市场,chāojíshìchǎng,supermarket
9044,賺取,赚取,zhuànqǔ,"procure, gain, make profit, get, acquire, earn"
9045,工讀生,工读生,gōngdúshēng,reform school student
9046,出租,出租,chūzū,"hire, let, rent"
9047,中風,中风,zhòngfēng,"apoplectic, suffer from a stroke of apoplexy, have a stroke"
9048,生化,生化,shēnghuà,"hydrocortisone, lysine, biosynthesis, calciferol, biogenesis, phenylalanine, amylase, albumin, collagen, lipoprotein, choline, catalase, autolysis, biochemistry, nucleotide, citrin, androsterone, actin, androgen"
9049,文憑,文凭,wénpíng,diploma
9050,出租,出租,chūzū,"hire, let, rent"
9051,于,于,yū,"in, at; to, from, out of, by"
9052,下滑,下滑,xiàhuá,"fall, decline, decrease"
9053,趨於,趋于,qūyū,"incline to, trend, tend towards, tend"
9054,毛巾,毛巾,máojīn,"washcloth, flannel, Turkish towel, face towel, face cloth, hand_towel, towel, washrag, napkin, terry towel, hand towel"
9055,藍天,蓝天,lántiān,blue sky
9056,聲明,声明,shēngmíng,"state, announce"
9057,議論,议论,yìlùn,"debate, discuss"
9058,譴責,谴责,qiǎnzé,"condemn, denounce, censure"
9059,蠟燭,蜡烛,làzhú,candle
9060,變更,变更,biàngēng,modification
9061,偵測,侦测,zhēncè,"reconnoiter, scout, pry"
9062,城隍爺,城隍爷,chénghuángyé,city god
9063,小屋,小屋,xiǎowū,"shiel, hut, shack, cot, little house, shieling, maisonnette, lodge, cabin, hovel, cottage, cabana, bungalow, shebang, chalet, coop, gunyah, tupik, maisonette, hutch, hunting lodge, doghouse, loge, shanty, shed"
